['ENSG00000198763', 'ENSMUSG00000064345', 'ENSGALG00000043768', 'ENSRNOG00000031033', 'ENSOCUG00000029090', 'ENSMODG00000021566', 'ENSMMUG00000065356']
['ENSG00000188859', 'ENSMUSG00000060568', 'ENSGALG00000003035', 'ENSRNOG00000051941', 'ENSOCUG00000001178', 'ENSMODG00000001360', 'ENSMMUG00000057426']
['ENSG00000152382', 'ENSMUSG00000026563', 'ENSGALG00000032173', 'ENSRNOG00000003816', 'ENSOCUG00000010561', 'ENSMODG00000001625', 'ENSMMUG00000017790']
['ENSG00000143195', 'ENSMUSG00000040612', 'ENSGALG00000015458', 'ENSRNOG00000025151', 'ENSOCUG00000005839', 'ENSMODG00000002467', 'ENSMMUG00000023462']
['ENSG00000143194', 'ENSMUSG00000040629', 'ENSGALG00000019211', 'ENSRNOG00000003790', 'ENSOCUG00000005848', 'ENSMODG00000002482', 'ENSMMUG00000023463']
['ENSG00000143167', 'ENSMUSG00000000544', 'ENSGALG00000044138', 'ENSRNOG00000003740', 'ENSOCUG00000025603', 'ENSMODG00000002491', 'ENSMMUG00000065239']
['ENSG00000198842', 'ENSMUSG00000026564', 'ENSGALG00000015453', 'ENSRNOG00000003722', 'ENSOCUG00000006203', 'ENSMODG00000002519', 'ENSMMUG00000051788']
['ENSG00000143190', 'ENSMUSG00000026565', 'ENSGALG00000015446', 'ENSRNOG00000003581', 'ENSOCUG00000015479', 'ENSMODG00000002572', 'ENSMMUG00000008155']
['ENSG00000198821', 'ENSMUSG00000005763', 'ENSGALG00000015441', 'ENSRNOG00000003298', 'ENSOCUG00000027626', 'ENSMODG00000002586', 'ENSMMUG00000008158']
['ENSG00000143162', 'ENSMUSG00000040713', 'ENSGALG00000040426', 'ENSRNOG00000003291', 'ENSOCUG00000017651', 'ENSMODG00000045299', 'ENSMMUG00000063120']
['ENSG00000198771', 'ENSMUSG00000040723', 'ENSGALG00000040275', 'ENSRNOG00000003283', 'ENSOCUG00000002251', 'ENSMODG00000002597', 'ENSMMUG00000023372']
['ENSG00000143158', 'ENSMUSG00000026568', 'ENSGALG00000015437', 'ENSRNOG00000003150', 'ENSOCUG00000023862', 'ENSMODG00000039319', 'ENSMMUG00000010387']
['ENSG00000143147', 'ENSMUSG00000040836', 'ENSGALG00000015247', 'ENSRNOG00000003073', 'ENSOCUG00000025655', 'ENSMODG00000002870', 'ENSMMUG00000010395']
['ENSG00000213064', 'ENSMUSG00000040848', 'ENSGALG00000019228', 'ENSRNOG00000003038', 'ENSOCUG00000023076', 'ENSMODG00000002896', 'ENSMMUG00000005283']
['ENSG00000143178', 'ENSMUSG00000026572', 'ENSGALG00000015244', 'ENSRNOG00000002979', 'ENSOCUG00000014555', 'ENSMODG00000002921', 'ENSMMUG00000060729']
['ENSG00000143196', 'ENSMUSG00000026574', 'ENSGALG00000039376', 'ENSRNOG00000002947', 'ENSOCUG00000005174', 'ENSMODG00000040982', 'ENSMMUG00000002932']
['ENSG00000143153', 'ENSMUSG00000026576', 'ENSGALG00000015233', 'ENSRNOG00000002934', 'ENSOCUG00000006867', 'ENSMODG00000002980', 'ENSMMUG00000021078']
['ENSG00000117475', 'ENSMUSG00000026577', 'ENSGALG00000015225', 'ENSRNOG00000002884', 'ENSOCUG00000008982', 'ENSMODG00000003015', 'ENSMMUG00000021080']
['ENSG00000117477', 'ENSMUSG00000026578', 'ENSGALG00000015221', 'ENSRNOG00000002860', 'ENSOCUG00000000852', 'ENSMODG00000003052', 'ENSMMUG00000000065']
['ENSG00000117479', 'ENSMUSG00000040918', 'ENSGALG00000015218', 'ENSRNOG00000002839', 'ENSOCUG00000025548', 'ENSMODG00000003071', 'ENSMMUG00000013039']
['ENSG00000198734', 'ENSMUSG00000026579', 'ENSGALG00000029298', 'ENSRNOG00000057855', 'ENSOCUG00000026781', 'ENSMODG00000003126', 'ENSMMUG00000042510']
['ENSG00000000460', 'ENSMUSG00000041406', 'ENSGALG00000032743', 'ENSRNOG00000059276', 'ENSOCUG00000013789', 'ENSMODG00000003433', 'ENSMMUG00000016582']
['ENSG00000171806', 'ENSMUSG00000041396', 'ENSGALG00000035963', 'ENSRNOG00000025189', 'ENSOCUG00000013780', 'ENSMODG00000003390', 'ENSMMUG00000016581']
['ENSG00000000457', 'ENSMUSG00000026584', 'ENSGALG00000036264', 'ENSRNOG00000025318', 'ENSOCUG00000013811', 'ENSMODG00000003449', 'ENSMMUG00000016583']
['ENSG00000075945', 'ENSMUSG00000026585', 'ENSGALG00000021047', 'ENSRNOG00000002544', 'ENSOCUG00000013824', 'ENSMODG00000003544', 'ENSMMUG00000010081']
['ENSG00000203740', 'ENSMUSG00000040113', 'ENSGALG00000051748', 'ENSRNOG00000025415', 'ENSOCUG00000015746', 'ENSMODG00000003562', 'ENSMMUG00000059773']
['ENSG00000120370', 'ENSMUSG00000040124', 'ENSGALG00000003329', 'ENSRNOG00000003861', 'ENSOCUG00000017965', 'ENSMODG00000045113', 'ENSMMUG00000014674']
['ENSG00000116132', 'ENSMUSG00000026586', 'ENSGALG00000003324', 'ENSRNOG00000003720', 'ENSOCUG00000012272', 'ENSMODG00000003582', 'ENSMMUG00000050865']
['ENSG00000007933', 'ENSMUSG00000026691', 'ENSGALG00000040573', 'ENSRNOG00000003620', 'ENSOCUG00000003610', 'ENSMODG00000003637', 'ENSMMUG00000007952']
['ENSG00000034971', 'ENSMUSG00000026697', 'ENSGALG00000021074', 'ENSRNOG00000003221', 'ENSOCUG00000015957', 'ENSMODG00000003796', 'ENSMMUG00000013649']
['ENSG00000117533', 'ENSMUSG00000026696', 'ENSGALG00000031381', 'ENSRNOG00000003071', 'ENSOCUG00000015967', 'ENSMODG00000024072', 'ENSMMUG00000023203']
['ENSG00000197959', 'ENSMUSG00000040265', 'ENSGALG00000033244', 'ENSRNOG00000026490', 'ENSOCUG00000005995', 'ENSMODG00000003962', 'ENSMMUG00000007273']
['ENSG00000208024', 'ENSMUSG00000070126', 'ENSGALG00000018335', 'ENSRNOG00000036364', 'ENSOCUG00000019159', 'ENSMODG00000022364', 'ENSMMUG00000027103']
['ENSG00000094975', 'ENSMUSG00000040297', 'ENSGALG00000003081', 'ENSRNOG00000026542', 'ENSOCUG00000007590', 'ENSMODG00000003997', 'ENSMMUG00000007280']
['ENSG00000120334', 'ENSMUSG00000026708', 'ENSGALG00000038411', 'ENSRNOG00000038789', 'ENSOCUG00000023803', 'ENSMODG00000004148', 'ENSMMUG00000008572']
['ENSG00000117593', 'ENSMUSG00000026709', 'ENSGALG00000023749', 'ENSRNOG00000002813', 'ENSOCUG00000007841', 'ENSMODG00000004188', 'ENSMMUG00000022798']
['ENSG00000185278', 'ENSMUSG00000043467', 'ENSGALG00000004597', 'ENSRNOG00000026907', 'ENSOCUG00000017475', 'ENSMODG00000004228', 'ENSMMUG00000022801']
['ENSG00000117601', 'ENSMUSG00000026715', 'ENSGALG00000004591', 'ENSRNOG00000002783', 'ENSOCUG00000002891', 'ENSMODG00000004202', 'ENSMMUG00000000629']
['ENSG00000120332', 'ENSMUSG00000026725', 'ENSGALG00000004538', 'ENSRNOG00000002548', 'ENSOCUG00000008543', 'ENSMODG00000004446', 'ENSMMUG00000000545']
['ENSG00000116147', 'ENSMUSG00000015829', 'ENSGALG00000004526', 'ENSRNOG00000002468', 'ENSOCUG00000017799', 'ENSMODG00000005481', 'ENSMMUG00000015723']
['ENSG00000143207', 'ENSMUSG00000040782', 'ENSGALG00000004500', 'ENSRNOG00000042492', 'ENSOCUG00000005463', 'ENSMODG00000005579', 'ENSMMUG00000059669']
['ENSG00000116183', 'ENSMUSG00000073530', 'ENSGALG00000040432', 'ENSRNOG00000042860', 'ENSOCUG00000015524', 'ENSMODG00000005626', 'ENSMMUG00000023214']
['ENSG00000198797', 'ENSMUSG00000004031', 'ENSGALG00000004448', 'ENSRNOG00000005592', 'ENSOCUG00000017739', 'ENSMODG00000005732', 'ENSMMUG00000022935']
['ENSG00000120341', 'ENSMUSG00000026589', 'ENSGALG00000004424', 'ENSRNOG00000005229', 'ENSOCUG00000005206', 'ENSMODG00000005823', 'ENSMMUG00000020320']
['ENSG00000116194', 'ENSMUSG00000033544', 'ENSGALG00000004290', 'ENSRNOG00000004712', 'ENSOCUG00000005167', 'ENSMODG00000006041', 'ENSMMUG00000017553']
['ENSG00000116199', 'ENSMUSG00000033557', 'ENSGALG00000004227', 'ENSRNOG00000004337', 'ENSOCUG00000009243', 'ENSMODG00000006053', 'ENSMMUG00000006260']
['ENSG00000186283', 'ENSMUSG00000060519', 'ENSGALG00000004216', 'ENSRNOG00000004307', 'ENSOCUG00000011475', 'ENSMODG00000006073', 'ENSMMUG00000006261']
['ENSG00000143322', 'ENSMUSG00000026596', 'ENSGALG00000030357', 'ENSRNOG00000004305', 'ENSOCUG00000008738', 'ENSMODG00000006090', 'ENSMMUG00000006262']
['ENSG00000162779', 'ENSMUSG00000026601', 'ENSGALG00000004173', 'ENSRNOG00000051405', 'ENSOCUG00000008213', 'ENSMODG00000006139', 'ENSMMUG00000003769']
['ENSG00000116218', 'ENSMUSG00000026602', 'ENSGALG00000004163', 'ENSRNOG00000004030', 'ENSOCUG00000011104', 'ENSMODG00000006156', 'ENSMMUG00000003770']
['ENSG00000162782', 'ENSMUSG00000060985', 'ENSGALG00000033634', 'ENSRNOG00000004018', 'ENSOCUG00000000491', 'ENSMODG00000006180', 'ENSMMUG00000016033']
['ENSG00000143340', 'ENSMUSG00000015484', 'ENSGALG00000020984', 'ENSRNOG00000024825', 'ENSOCUG00000022574', 'ENSMODG00000006187', 'ENSMMUG00000055256']
['ENSG00000143337', 'ENSMUSG00000026466', 'ENSGALG00000029238', 'ENSRNOG00000003946', 'ENSOCUG00000015514', 'ENSMODG00000006263', 'ENSMMUG00000014873']
['ENSG00000116260', 'ENSMUSG00000033684', 'ENSGALG00000003933', 'ENSRNOG00000003649', 'ENSOCUG00000005175', 'ENSMODG00000006360', 'ENSMMUG00000059364']
['ENSG00000121454', 'ENSMUSG00000026468', 'ENSGALG00000036587', 'ENSRNOG00000003595', 'ENSOCUG00000005182', 'ENSMODG00000006371', 'ENSMMUG00000055544']
['ENSG00000230124', 'ENSMUSG00000033701', 'ENSGALG00000003924', 'ENSRNOG00000003550', 'ENSOCUG00000005184', 'ENSMODG00000006387', 'ENSMMUG00000012051']
['ENSG00000143324', 'ENSMUSG00000026469', 'ENSGALG00000003893', 'ENSRNOG00000000042', 'ENSOCUG00000000566', 'ENSMODG00000006447', 'ENSMMUG00000012848']
['ENSG00000135835', 'ENSMUSG00000033722', 'ENSGALG00000003885', 'ENSRNOG00000000040', 'ENSOCUG00000015026', 'ENSMODG00000006468', 'ENSMMUG00000020019']
['ENSG00000198216', 'ENSMUSG00000004110', 'ENSGALG00000003833', 'ENSRNOG00000002863', 'ENSOCUG00000017547', 'ENSMODG00000006729', 'ENSMMUG00000014498']
['ENSG00000135821', 'ENSMUSG00000026473', 'ENSGALG00000043754', 'ENSRNOG00000049560', 'ENSOCUG00000008841', 'ENSMODG00000006787', 'ENSMMUG00000022884']
['ENSG00000135828', 'ENSMUSG00000066800', 'ENSGALG00000042986', 'ENSRNOG00000027017', 'ENSOCUG00000015922', 'ENSMODG00000006829', 'ENSMMUG00000005634']
['ENSG00000135824', 'ENSMUSG00000042671', 'ENSGALG00000026263', 'ENSRNOG00000002369', 'ENSOCUG00000024520', 'ENSMODG00000006868', 'ENSMMUG00000008990']
['ENSG00000135862', 'ENSMUSG00000026478', 'ENSGALG00000004620', 'ENSRNOG00000002680', 'ENSOCUG00000013047', 'ENSMODG00000007005', 'ENSMMUG00000015084']
['ENSG00000157064', 'ENSMUSG00000042751', 'ENSGALG00000004642', 'ENSRNOG00000027697', 'ENSOCUG00000008743', 'ENSMODG00000051602', 'ENSMMUG00000001481']
['ENSG00000116698', 'ENSMUSG00000042772', 'ENSGALG00000004667', 'ENSRNOG00000027962', 'ENSOCUG00000005887', 'ENSMODG00000007139', 'ENSMMUG00000018458']
['ENSG00000198860', 'ENSMUSG00000014980', 'ENSGALG00000004782', 'ENSRNOG00000002352', 'ENSOCUG00000002126', 'ENSMODG00000045963', 'ENSMMUG00000064206']
['ENSG00000116406', 'ENSMUSG00000043019', 'ENSGALG00000004806', 'ENSRNOG00000028358', 'ENSOCUG00000000152', 'ENSMODG00000007357', 'ENSMMUG00000005410']
['ENSG00000135842', 'ENSMUSG00000026483', 'ENSGALG00000004812', 'ENSRNOG00000002403', 'ENSOCUG00000015136', 'ENSMODG00000007366', 'ENSMMUG00000019515']
['ENSG00000121486', 'ENSMUSG00000053286', 'ENSGALG00000033077', 'ENSRNOG00000002580', 'ENSOCUG00000004896', 'ENSMODG00000007454', 'ENSMMUG00000013879']
['ENSG00000116668', 'ENSMUSG00000052748', 'ENSGALG00000034230', 'ENSRNOG00000032258', 'ENSOCUG00000004901', 'ENSMODG00000007472', 'ENSMMUG00000013882']
['ENSG00000116679', 'ENSMUSG00000023150', 'ENSGALG00000045555', 'ENSRNOG00000002618', 'ENSOCUG00000011491', 'ENSMODG00000007568', 'ENSMMUG00000013884']
['ENSG00000143341', 'ENSMUSG00000066842', 'ENSGALG00000031129', 'ENSRNOG00000028627', 'ENSOCUG00000013453', 'ENSMODG00000011458', 'ENSMMUG00000010474']
['ENSG00000116690', 'ENSMUSG00000006014', 'ENSGALG00000053885', 'ENSRNOG00000002385', 'ENSOCUG00000027187', 'ENSMODG00000011585', 'ENSMMUG00000009076']
['ENSG00000047410', 'ENSMUSG00000006005', 'ENSGALG00000005105', 'ENSRNOG00000002394', 'ENSOCUG00000012261', 'ENSMODG00000011641', 'ENSMMUG00000009081']
['ENSG00000157181', 'ENSMUSG00000006010', 'ENSGALG00000005080', 'ENSRNOG00000002473', 'ENSOCUG00000006776', 'ENSMODG00000011662', 'ENSMMUG00000009085']
['ENSG00000116703', 'ENSMUSG00000006007', 'ENSGALG00000030417', 'ENSRNOG00000002517', 'ENSOCUG00000006782', 'ENSMODG00000011668', 'ENSMMUG00000064825']
['ENSG00000073756', 'ENSMUSG00000032487', 'ENSGALG00000033635', 'ENSRNOG00000002525', 'ENSOCUG00000016771', 'ENSMODG00000011721', 'ENSMMUG00000016857']
['ENSG00000116711', 'ENSMUSG00000056220', 'ENSGALG00000005065', 'ENSRNOG00000002657', 'ENSOCUG00000014644', 'ENSMODG00000011791', 'ENSMMUG00000021423']
['ENSG00000162670', 'ENSMUSG00000035131', 'ENSGALG00000033407', 'ENSRNOG00000002811', 'ENSOCUG00000011729', 'ENSMODG00000011874', 'ENSMMUG00000010110']
['ENSG00000150681', 'ENSMUSG00000026357', 'ENSGALG00000021143', 'ENSRNOG00000003959', 'ENSOCUG00000011612', 'ENSMODG00000011913', 'ENSMMUG00000013995']
['ENSG00000253148', 'ENSMUSG00000098509', 'ENSGALG00000023897', 'ENSRNOG00000056369', 'ENSOCUG00000021904', 'ENSMODG00000027761', 'ENSMMUG00000052426']
['ENSG00000090104', 'ENSMUSG00000026358', 'ENSGALG00000002549', 'ENSRNOG00000003895', 'ENSOCUG00000012873', 'ENSMODG00000012062', 'ENSMMUG00000003486']
['ENSG00000127074', 'ENSMUSG00000051079', 'ENSGALG00000053210', 'ENSRNOG00000003888', 'ENSOCUG00000012867', 'ENSMODG00000040905', 'ENSMMUG00000059086']
['ENSG00000116750', 'ENSMUSG00000018189', 'ENSGALG00000002524', 'ENSRNOG00000003545', 'ENSOCUG00000016766', 'ENSMODG00000012129', 'ENSMMUG00000022641']
['ENSG00000116747', 'ENSMUSG00000018199', 'ENSGALG00000002504', 'ENSRNOG00000003434', 'ENSOCUG00000012814', 'ENSMODG00000012203', 'ENSMMUG00000022643']
['ENSG00000162630', 'ENSMUSG00000033849', 'ENSGALG00000051274', 'ENSRNOG00000003251', 'ENSOCUG00000001596', 'ENSMODG00000024892', 'ENSMMUG00000022648']
['ENSG00000162687', 'ENSMUSG00000052726', 'ENSGALG00000041680', 'ENSRNOG00000013312', 'ENSOCUG00000013965', 'ENSMODG00000012255', 'ENSMMUG00000021082']
['ENSG00000143278', 'ENSMUSG00000026368', 'ENSGALG00000002369', 'ENSRNOG00000012613', 'ENSOCUG00000001037', 'ENSMODG00000012635', 'ENSMMUG00000000244']
['ENSG00000066279', 'ENSMUSG00000033952', 'ENSGALG00000032398', 'ENSRNOG00000012318', 'ENSOCUG00000014733', 'ENSMODG00000012671', 'ENSMMUG00000000245']
['ENSG00000177888', 'ENSMUSG00000033964', 'ENSGALG00000002305', 'ENSRNOG00000011137', 'ENSOCUG00000014765', 'ENSMODG00000012684', 'ENSMMUG00000058395']
['ENSG00000213047', 'ENSMUSG00000056268', 'ENSGALG00000002246', 'ENSRNOG00000011063', 'ENSOCUG00000015970', 'ENSMODG00000012699', 'ENSMMUG00000013962']
['ENSG00000143355', 'ENSMUSG00000019230', 'ENSGALG00000002223', 'ENSRNOG00000010357', 'ENSOCUG00000017623', 'ENSMODG00000012746', 'ENSMMUG00000012259']
['ENSG00000081237', 'ENSMUSG00000026395', 'ENSGALG00000002192', 'ENSRNOG00000000655', 'ENSOCUG00000011981', 'ENSMODG00000012814', 'ENSMMUG00000000009']
['ENSG00000118193', 'ENSMUSG00000041498', 'ENSGALG00000002175', 'ENSRNOG00000037211', 'ENSOCUG00000016491', 'ENSMODG00000012853', 'ENSMMUG00000004266']
['ENSG00000118197', 'ENSMUSG00000026404', 'ENSGALG00000002164', 'ENSRNOG00000042451', 'ENSOCUG00000016514', 'ENSMODG00000012873', 'ENSMMUG00000004268']
['ENSG00000118200', 'ENSMUSG00000041570', 'ENSGALG00000002145', 'ENSRNOG00000008741', 'ENSOCUG00000007754', 'ENSMODG00000012889', 'ENSMMUG00000012218']
['ENSG00000163362', 'ENSMUSG00000041605', 'ENSGALG00000044612', 'ENSRNOG00000025948', 'ENSOCUG00000021508', 'ENSMODG00000000006', 'ENSMMUG00000063678']
['ENSG00000116852', 'ENSMUSG00000041642', 'ENSGALG00000034347', 'ENSRNOG00000008471', 'ENSOCUG00000003606', 'ENSMODG00000000144', 'ENSMMUG00000005921']
['ENSG00000081248', 'ENSMUSG00000026407', 'ENSGALG00000037744', 'ENSRNOG00000046231', 'ENSOCUG00000003619', 'ENSMODG00000000170', 'ENSMMUG00000017414']
['ENSG00000116857', 'ENSMUSG00000026411', 'ENSGALG00000000226', 'ENSRNOG00000010204', 'ENSOCUG00000005561', 'ENSMODG00000000181', 'ENSMMUG00000013500']
['ENSG00000081277', 'ENSMUSG00000026413', 'ENSGALG00000000299', 'ENSRNOG00000010076', 'ENSOCUG00000021242', 'ENSMODG00000000329', 'ENSMMUG00000013506']
['ENSG00000118194', 'ENSMUSG00000026414', 'ENSGALG00000000302', 'ENSRNOG00000033734', 'ENSOCUG00000015634', 'ENSMODG00000000364', 'ENSMMUG00000056199']
['ENSG00000159173', 'ENSMUSG00000026418', 'ENSGALG00000000313', 'ENSRNOG00000009073', 'ENSOCUG00000010424', 'ENSMODG00000000395', 'ENSMMUG00000046222']
['ENSG00000174307', 'ENSMUSG00000041801', 'ENSGALG00000019802', 'ENSRNOG00000009068', 'ENSOCUG00000024503', 'ENSMODG00000024846', 'ENSMMUG00000061689']
['ENSG00000159176', 'ENSMUSG00000026421', 'ENSGALG00000000318', 'ENSRNOG00000008937', 'ENSOCUG00000010299', 'ENSMODG00000000403', 'ENSMMUG00000020772']
['ENSG00000134369', 'ENSMUSG00000009418', 'ENSGALG00000037370', 'ENSRNOG00000008425', 'ENSOCUG00000007461', 'ENSMODG00000000459', 'ENSMMUG00000001908']
['ENSG00000198700', 'ENSMUSG00000041879', 'ENSGALG00000000397', 'ENSRNOG00000007418', 'ENSOCUG00000007477', 'ENSMODG00000000485', 'ENSMMUG00000001916']
['ENSG00000198892', 'ENSMUSG00000041889', 'ENSGALG00000032893', 'ENSRNOG00000007369', 'ENSOCUG00000007489', 'ENSMODG00000000492', 'ENSMMUG00000001921']
['ENSG00000163431', 'ENSMUSG00000048096', 'ENSGALG00000028721', 'ENSRNOG00000051548', 'ENSOCUG00000007492', 'ENSMODG00000000505', 'ENSMMUG00000001923']
['ENSG00000134375', 'ENSMUSG00000062580', 'ENSGALG00000000086', 'ENSRNOG00000007040', 'ENSOCUG00000007498', 'ENSMODG00000000517', 'ENSMMUG00000001924']
['ENSG00000176393', 'ENSMUSG00000041926', 'ENSGALG00000000374', 'ENSRNOG00000006720', 'ENSOCUG00000022087', 'ENSMODG00000000527', 'ENSMMUG00000001926']
['ENSG00000163435', 'ENSMUSG00000003051', 'ENSGALG00000000616', 'ENSRNOG00000006330', 'ENSOCUG00000007502', 'ENSMODG00000000545', 'ENSMMUG00000001929']
['ENSG00000170075', 'ENSMUSG00000026424', 'ENSGALG00000000607', 'ENSRNOG00000006237', 'ENSOCUG00000029129', 'ENSMODG00000000574', 'ENSMMUG00000013788']
['ENSG00000143862', 'ENSMUSG00000026426', 'ENSGALG00000000606', 'ENSRNOG00000005988', 'ENSOCUG00000023009', 'ENSMODG00000000562', 'ENSMMUG00000031357']
['ENSG00000143851', 'ENSMUSG00000031506', 'ENSGALG00000036093', 'ENSRNOG00000005807', 'ENSOCUG00000008258', 'ENSMODG00000000597', 'ENSMMUG00000013789']
['ENSG00000133067', 'ENSMUSG00000042793', 'ENSGALG00000000568', 'ENSRNOG00000005093', 'ENSOCUG00000010236', 'ENSMODG00000000646', 'ENSMMUG00000013790']
['ENSG00000077152', 'ENSMUSG00000026429', 'ENSGALG00000000102', 'ENSRNOG00000005038', 'ENSOCUG00000010249', 'ENSMODG00000000652', 'ENSMMUG00000013795']
['ENSG00000077157', 'ENSMUSG00000073557', 'ENSGALG00000000336', 'ENSRNOG00000051440', 'ENSOCUG00000003236', 'ENSMODG00000000662', 'ENSMMUG00000003998']
['ENSG00000143858', 'ENSMUSG00000026452', 'ENSGALG00000026033', 'ENSRNOG00000004756', 'ENSOCUG00000022514', 'ENSMODG00000000684', 'ENSMMUG00000004001']
['ENSG00000117139', 'ENSMUSG00000042207', 'ENSGALG00000038948', 'ENSRNOG00000060544', 'ENSOCUG00000008003', 'ENSMODG00000000755', 'ENSMMUG00000015233']
['ENSG00000117153', 'ENSMUSG00000026455', 'ENSGALG00000000518', 'ENSRNOG00000004193', 'ENSOCUG00000009219', 'ENSMODG00000000855', 'ENSMMUG00000017849']
['ENSG00000159346', 'ENSMUSG00000026457', 'ENSGALG00000000094', 'ENSRNOG00000004143', 'ENSOCUG00000024164', 'ENSMODG00000000876', 'ENSMMUG00000007046']
['ENSG00000163444', 'ENSMUSG00000042305', 'ENSGALG00000000223', 'ENSRNOG00000003594', 'ENSOCUG00000006191', 'ENSMODG00000000915', 'ENSMMUG00000000801']
['ENSG00000143847', 'ENSMUSG00000026458', 'ENSGALG00000000217', 'ENSRNOG00000003494', 'ENSOCUG00000027672', 'ENSMODG00000000996', 'ENSMMUG00000000063']
['ENSG00000122180', 'ENSMUSG00000026459', 'ENSGALG00000000172', 'ENSRNOG00000030743', 'ENSOCUG00000011548', 'ENSMODG00000001009', 'ENSMMUG00000043626']
['ENSG00000163485', 'ENSMUSG00000042429', 'ENSGALG00000000168', 'ENSRNOG00000003442', 'ENSOCUG00000011017', 'ENSMODG00000001023', 'ENSMMUG00000008714']
['ENSG00000133055', 'ENSMUSG00000042451', 'ENSGALG00000000164', 'ENSRNOG00000003336', 'ENSOCUG00000011021', 'ENSMODG00000001040', 'ENSMMUG00000064766']
['ENSG00000159388', 'ENSMUSG00000020423', 'ENSGALG00000052763', 'ENSRNOG00000003300', 'ENSOCUG00000004422', 'ENSMODG00000045198', 'ENSMMUG00000053426']
['ENSG00000122176', 'ENSMUSG00000041559', 'ENSGALG00000034067', 'ENSRNOG00000003183', 'ENSOCUG00000009702', 'ENSMODG00000001094', 'ENSMMUG00000021642']
['ENSG00000188783', 'ENSMUSG00000041577', 'ENSGALG00000034456', 'ENSRNOG00000003120', 'ENSOCUG00000009707', 'ENSMODG00000001105', 'ENSMMUG00000021641']
['ENSG00000188770', 'ENSMUSG00000010311', 'ENSGALG00000003554', 'ENSRNOG00000003059', 'ENSOCUG00000006753', 'ENSMODG00000001113', 'ENSMMUG00000021640']
['ENSG00000143842', 'ENSMUSG00000070643', 'ENSGALG00000000583', 'ENSRNOG00000028353', 'ENSOCUG00000023464', 'ENSMODG00000001192', 'ENSMMUG00000008460']
['ENSG00000143845', 'ENSMUSG00000070644', 'ENSGALG00000000557', 'ENSRNOG00000028368', 'ENSOCUG00000028025', 'ENSMODG00000001210', 'ENSMMUG00000008462']
['ENSG00000133056', 'ENSMUSG00000026447', 'ENSGALG00000037043', 'ENSRNOG00000029938', 'ENSOCUG00000008052', 'ENSMODG00000001583', 'ENSMMUG00000016563']
['ENSG00000198625', 'ENSMUSG00000054387', 'ENSGALG00000000636', 'ENSRNOG00000009696', 'ENSOCUG00000000005', 'ENSMODG00000001605', 'ENSMMUG00000011236']
['ENSG00000170382', 'ENSMUSG00000026443', 'ENSGALG00000000639', 'ENSRNOG00000009691', 'ENSOCUG00000010352', 'ENSMODG00000024800', 'ENSMMUG00000063658']
['ENSG00000163531', 'ENSMUSG00000026442', 'ENSGALG00000031776', 'ENSRNOG00000030515', 'ENSOCUG00000015363', 'ENSMODG00000001662', 'ENSMMUG00000017508']
['ENSG00000184144', 'ENSMUSG00000053024', 'ENSGALG00000000653', 'ENSRNOG00000009033', 'ENSOCUG00000015404', 'ENSMODG00000001692', 'ENSMMUG00000018797']
['ENSG00000117222', 'ENSMUSG00000026439', 'ENSGALG00000000668', 'ENSRNOG00000021289', 'ENSOCUG00000000095', 'ENSMODG00000001708', 'ENSMMUG00000018803']
['ENSG00000133059', 'ENSMUSG00000042046', 'ENSGALG00000041123', 'ENSRNOG00000021298', 'ENSOCUG00000000097', 'ENSMODG00000048303', 'ENSMMUG00000010478']
['ENSG00000133069', 'ENSMUSG00000042066', 'ENSGALG00000034281', 'ENSRNOG00000000033', 'ENSOCUG00000001246', 'ENSMODG00000001757', 'ENSMMUG00000010480']
['ENSG00000163545', 'ENSMUSG00000009772', 'ENSGALG00000036616', 'ENSRNOG00000000034', 'ENSOCUG00000002318', 'ENSMODG00000038810', 'ENSMMUG00000049565']
['ENSG00000162873', 'ENSMUSG00000042115', 'ENSGALG00000000684', 'ENSRNOG00000000036', 'ENSOCUG00000023010', 'ENSMODG00000001778', 'ENSMMUG00000018585']
['ENSG00000117266', 'ENSMUSG00000026437', 'ENSGALG00000000692', 'ENSRNOG00000008137', 'ENSOCUG00000009635', 'ENSMODG00000001795', 'ENSMMUG00000004109']
['ENSG00000174514', 'ENSMUSG00000059149', 'ENSGALG00000000695', 'ENSRNOG00000024657', 'ENSOCUG00000001241', 'ENSMODG00000001804', 'ENSMMUG00000004113']
['ENSG00000158711', 'ENSMUSG00000026436', 'ENSGALG00000042137', 'ENSRNOG00000007887', 'ENSOCUG00000014477', 'ENSMODG00000001817', 'ENSMMUG00000001024']
['ENSG00000158715', 'ENSMUSG00000026435', 'ENSGALG00000000703', 'ENSRNOG00000007591', 'ENSOCUG00000025013', 'ENSMODG00000001824', 'ENSMMUG00000004116']
['ENSG00000133065', 'ENSMUSG00000013275', 'ENSGALG00000000721', 'ENSRNOG00000042320', 'ENSOCUG00000028187', 'ENSMODG00000001859', 'ENSMMUG00000021426']
['ENSG00000162877', 'ENSMUSG00000042251', 'ENSGALG00000000724', 'ENSRNOG00000039745', 'ENSOCUG00000000427', 'ENSMODG00000001870', 'ENSMMUG00000003673']
